,0
267,189.64
268,463.98
269,1011.3400000000001
270,1133.6599999999999
271,2976.1600000000003
272,3240.3799999999997
273,2266.44
274,3869.8
275,4114.66
276,3845.82
277,2943.82
278,2255.22
279,791.12
280,275.44
281,221.76
282,58.080000000000005
283,0.66
284,4.18
285,94.82
286,70.62
287,328.46000000000004
288,356.18
289,1801.3600000000001
290,3359.6200000000003
291,4702.280000000001
292,4546.96
293,4764.54
294,4527.82
295,2339.4799999999996
296,1934.02
297,3318.26
298,2743.4
299,2020.0399999999997
300,133.76
301,136.4
302,95.48
303,15.400000000000002
304,17.16
305,128.92
306,319.88
307,738.3199999999999
308,1505.02
309,1360.26
310,4126.9800000000005
311,4502.52
312,4870.8
313,2815.7799999999997
314,2170.96
315,2782.56
316,3239.94
317,2850.1
318,2231.24
319,1491.82
320,1060.18
321,469.04
322,248.82
323,61.82000000000001
324,6.6
325,47.74
326,124.29999999999998
327,190.74
328,767.5799999999999
329,1278.1999999999998
330,3302.6400000000003
331,4363.259999999999
332,4334.4400000000005
333,3313.64
334,2760.56
335,2983.86
336,3054.2599999999998
337,2469.9399999999996
338,2181.08
339,328.68
340,284.02
341,216.48000000000002
342,91.74
343,37.18
344,0.44
345,36.52
346,110.44
347,403.92
348,458.0400000000001
349,445.71999999999997
350,791.56
351,891.8800000000001
352,827.4200000000001
353,792.22
354,791.34
355,1688.5
356,896.4999999999999
357,2632.52
358,2363.02
359,945.12
360,459.14000000000004
361,297.0
362,155.32
363,0.22
364,5.9399999999999995
365,62.480000000000004
366,160.6
367,449.46000000000004
368,693.88
369,1529.8799999999999
370,1736.24
371,2433.42
372,1626.24
373,1897.2800000000002
374,2343.88
375,2238.94
376,2821.7200000000003
377,2245.54
378,2904.88
379,1772.5400000000002
380,922.24
381,345.18000000000006
382,130.68
383,49.940000000000005
384,1.1
385,10.12
386,148.5
387,356.18
388,682.6600000000001
389,1061.72
390,1041.04
391,1492.9199999999998
392,2533.96
393,2198.46
394,1835.6800000000003
395,1057.32
396,1517.78
397,1424.94
398,1008.7
399,901.7800000000001
400,1014.64
401,633.38
402,367.62
403,193.38
404,81.18
405,8.139999999999999
406,0.44
407,23.32
408,82.94
409,297.88
410,620.4
411,1782.8799999999999
412,2106.72
413,3544.8599999999997
414,5089.4800000000005
415,5241.280000000001
416,5156.8
417,3998.2799999999997
418,1929.8400000000001
419,1285.24
420,1514.48
421,881.32
422,609.4
423,335.94
424,351.34
425,144.76000000000002
426,19.139999999999997
427,0.66
428,3.3
429,29.26
430,72.82000000000001
431,212.29999999999998
432,281.6
433,419.54
434,770.0
435,942.2600000000001
436,1592.3600000000001
437,1344.64
438,661.3199999999999
439,161.92
440,123.19999999999999
441,88.22
442,76.55999999999999
443,63.36000000000001
444,32.12
445,55.0
446,26.619999999999997
447,12.979999999999999
448,3.08
449,6.6
450,63.58
451,83.82000000000001
452,162.14
453,261.14
454,123.85999999999999
455,258.28
456,472.78000000000003
457,392.26
458,550.88
459,423.5
460,461.55999999999995
461,225.72
462,133.54
463,65.78
464,31.680000000000003
465,13.42
466,13.64
467,2.64
468,1.1
469,13.86
470,21.78
471,26.619999999999997
472,45.54
473,56.32
474,51.260000000000005
475,139.92000000000002
476,168.29999999999998
477,210.32
478,154.44
479,108.9
480,101.2
481,60.940000000000005
482,491.26000000000005
483,438.24
484,393.14
485,271.70000000000005
486,31.680000000000003
487,2.64
488,27.28
489,160.6
490,268.18
491,628.98
492,552.4200000000001
493,877.58
494,1194.6
495,917.18
496,909.0400000000001
497,658.6800000000001
498,819.9399999999999
499,481.36
500,369.82
501,825.22
502,651.64
503,191.18
504,149.82000000000002
505,98.78
506,3.08
507,1.9799999999999998
508,66.22
509,178.42000000000002
510,217.58
511,520.08
512,725.34
513,875.38
514,676.0600000000001
515,1195.92
516,1282.8200000000002
517,924.2199999999999
518,697.84
519,521.4
520,415.58
521,317.90000000000003
522,132.66
523,111.1
524,72.82000000000001
525,34.32
526,0.88
527,47.3
528,157.29999999999998
529,295.46
530,459.79999999999995
531,323.4
532,501.38000000000005
533,337.92
534,921.58
535,706.86
536,373.34000000000003
537,447.26
538,403.04
539,203.28
540,66.0
541,264.0
542,509.08000000000004
543,124.74
544,33.66
545,121.66000000000001
546,212.51999999999998
547,313.94
548,506.87999999999994
549,500.06
550,526.9
551,896.7199999999999
552,1140.0400000000002
553,705.3199999999999
554,735.0200000000001
555,560.12
556,584.9799999999999
557,479.82
558,269.28
559,384.12
560,245.52
561,143.66
562,37.18
563,5.06
564,67.76
565,247.28000000000003
566,473.88
567,609.62
568,743.6
569,1453.32
570,2673.44
571,1508.98
572,2621.74
573,1997.1599999999999
574,3530.7799999999997
575,1611.94
576,1809.28
577,971.0800000000002
578,525.14
579,346.5
580,328.46000000000004
581,135.07999999999998
582,42.9
583,1.1
584,36.08
585,326.70000000000005
586,456.06000000000006
587,687.72
588,1198.78
589,1611.72
590,2066.02
591,1795.8600000000001
592,1800.6999999999998
593,1668.48
594,1273.58
595,1048.3000000000002
596,1105.28
597,930.6000000000001
598,684.86
599,417.12
600,208.78
601,75.46000000000001
602,11.879999999999999
603,9.46
604,37.400000000000006
605,137.94
606,298.32
607,542.74
608,884.84
609,1637.4599999999998
610,1500.4
611,2580.16
612,3045.02
613,2059.4199999999996
614,1429.34
615,730.84
616,1096.04
617,979.88
618,232.1
619,364.32
620,163.9
621,46.2
622,0.66
623,42.02
624,80.96
625,306.23999999999995
626,515.9000000000001
627,351.12
628,575.3000000000001
629,889.24
630,586.52
631,418.22
632,385.88
633,318.12
634,440.0
635,615.12
636,844.8000000000001
637,305.35999999999996
638,179.07999999999998
639,45.980000000000004
640,7.04
641,38.94
642,198.66
643,408.1
644,555.5
645,701.58
646,987.5799999999999
647,1013.7600000000001
648,1956.02
649,2026.6399999999999
650,2860.66
651,3285.92
652,2678.7200000000003
653,819.5
654,2531.32
655,1758.02
656,869.88
657,318.34000000000003
658,81.62
659,47.3
660,2.64
661,1.32
662,33.0
663,104.05999999999999
664,172.70000000000002
665,272.36
666,476.9599999999999
667,1513.3799999999999
668,2937.66
669,3410.66
670,2853.18
671,2409.2200000000003
672,2114.8599999999997
673,1780.46
674,891.22
675,878.9
676,748.2199999999999
677,1002.9799999999998
678,750.2
679,357.06
680,150.48000000000002
681,3.08
682,0.66
683,35.42
684,89.98
685,88.22
686,183.04
687,205.92000000000002
688,278.96
689,557.92
690,562.32
691,735.0200000000001
692,1151.9199999999998
693,1449.8
694,877.58
695,886.8199999999999
696,984.94
697,789.58
698,316.58000000000004
699,244.85999999999999
700,104.5
701,24.2
702,7.260000000000001
703,68.64
704,110.0
705,326.48
706,531.3
707,625.9000000000001
708,706.86
709,935.0
710,1046.3200000000002
711,1172.6
712,1959.1
713,2455.2
714,3356.7599999999998
715,2685.1
716,1954.9199999999998
717,1159.18
718,561.66
719,316.14
720,104.72
721,1.76
722,0.22
723,24.42
724,74.58
725,159.5
726,229.68
727,453.2
728,931.0399999999998
729,2542.3199999999997
730,4121.26
731,4308.92
732,4312.4400000000005
733,4121.4800000000005
734,3698.8600000000006
735,3227.84
736,2661.56
737,1952.9399999999998
738,1134.54
739,549.12
740,281.16
741,94.6
742,0.88
743,2.42
744,69.96000000000001
745,207.23999999999998
746,351.34
747,504.23999999999995
748,901.12
749,1753.8400000000001
750,3752.32
751,4245.12
752,3989.48
753,3841.2000000000003
754,3621.4199999999996
755,3575.2200000000003
756,3213.98
757,2621.96
758,1900.5800000000002
759,1133.8799999999999
760,552.64
761,300.74
762,82.5
763,0.66
764,1.9799999999999998
765,66.88
766,203.06
767,462.44000000000005
768,443.52
769,900.0200000000001
770,2042.26
771,3800.4999999999995
772,4309.360000000001
773,4450.6
774,4369.2
775,4107.84
776,3679.5000000000005
777,3212.44
778,2695.66
779,1944.8
780,1139.82
781,599.0600000000001
782,328.46000000000004
783,93.28
784,1.32
785,37.18
786,142.12
787,249.48
788,332.85999999999996
789,583.88
790,797.5
791,873.84
792,869.88
793,935.4399999999999
794,2880.2400000000002
795,3371.28
796,2280.0800000000004
797,1419.66
798,2721.84
799,2077.2400000000002
800,1072.28
801,502.26
802,236.28
803,75.02000000000001
804,11.0
805,61.82000000000001
806,148.28
807,233.20000000000002
808,360.79999999999995
809,700.92
810,909.0400000000001
811,990.0
812,1764.6200000000001
813,1527.68
814,1703.9
815,1409.76
816,1327.9199999999998
817,1053.58
818,476.9599999999999
819,250.35999999999999
820,127.16
821,58.52
822,1.32
823,0.66
824,47.96000000000001
825,142.56
826,194.7
827,325.38
828,341.0
829,461.55999999999995
830,544.06
831,648.56
832,883.08
833,882.1999999999999
834,767.14
835,583.2199999999999
836,509.3
837,470.36000000000007
838,425.03999999999996
839,210.54
840,105.82
841,22.220000000000002
842,17.82
843,112.41999999999997
844,274.56
845,537.02
846,586.08
847,936.9799999999999
848,1786.84
849,2291.96
850,1791.4599999999998
851,1911.8
852,1898.8200000000002
853,1254.66
854,841.06
855,389.4
856,501.59999999999997
857,520.08
858,529.76
859,307.12
860,84.69999999999999
861,59.400000000000006
862,177.54000000000002
863,576.84
864,1347.28
865,1463.22
866,3089.9
867,3681.26
868,4454.56
869,4312.0
870,4439.16
871,4113.34
872,3726.8
873,3237.96
874,2592.04
875,1753.18
876,1111.88
877,480.03999999999996
878,288.86
879,54.12
880,0.22
881,38.059999999999995
882,212.29999999999998
883,635.5799999999999
884,814.6600000000001
885,1985.9400000000003
886,3273.16
887,3808.8599999999997
888,4142.82
889,3701.9400000000005
890,3028.08
891,3339.1600000000003
892,1675.96
893,2051.2799999999997
894,2241.58
895,1891.78
896,745.14
897,291.72
898,158.84
899,24.2
900,0.66
901,67.1
902,183.92
903,490.6000000000001
904,1323.74
905,2425.72
906,3381.18
907,1586.8600000000001
908,1732.06
909,1947.0
910,2762.7599999999998
911,2002.2200000000003
912,1607.32
913,1457.5
914,1684.1000000000001
915,1001.66
916,592.9
917,222.2
918,102.95999999999998
919,3.52
920,24.42
921,179.07999999999998
922,531.3
923,1294.7
924,2265.12
925,3146.6600000000003
926,3772.1200000000003
927,4177.799999999999
928,4276.14
929,4163.719999999999
930,3682.1399999999994
931,3272.72
932,2183.7200000000003
933,1826.4399999999998
934,1464.76
935,681.56
936,352.88
937,124.51999999999998
938,8.8
939,11.219999999999999
940,58.300000000000004
941,240.24
942,276.09999999999997
943,434.94
944,875.1600000000001
945,517.22
946,328.46000000000004
947,543.62
948,590.48
949,647.24
950,630.3000000000001
951,734.8000000000001
952,529.9799999999999
953,592.9
954,378.18
955,139.92000000000002
956,22.88
957,12.540000000000001
958,109.12
959,278.52
960,606.98
961,1102.2
962,2525.3799999999997
963,3064.38
964,4170.98
965,3764.6399999999994
966,4053.5
967,4038.76
968,3646.7200000000003
969,2348.2799999999997
970,2102.1
971,1885.4
972,698.94
973,337.26
974,100.54
975,22.220000000000002
976,33.88
977,172.04000000000002
978,116.37999999999998
979,134.42
980,475.20000000000005
981,968.4399999999998
982,1633.5
983,2196.48
984,3251.82
985,3985.7400000000002
986,3840.54
987,4224.22
988,3638.7999999999997
989,2132.02
990,904.42
991,665.0600000000001
992,233.42000000000004
993,51.480000000000004
994,0.66
995,8.8
996,111.54
997,339.46
998,769.3399999999999
999,1665.18
1000,3521.7600000000007
1001,4018.74
1002,4736.38
1003,4928.66
1004,4847.04
1005,4595.580000000001
1006,4112.24
1007,3548.82
1008,2817.54
1009,1957.56
1010,1053.1399999999999
1011,493.24
1012,212.95999999999998
1013,22.220000000000002
1014,15.62
1015,165.44
1016,541.4200000000001
1017,1332.5400000000002
1018,2749.12
1019,2724.7
1020,3888.2799999999997
1021,4645.5199999999995
1022,4433.22
1023,4202.660000000001
1024,4283.84
1025,3688.2999999999993
1026,2544.2999999999997
1027,2834.2599999999998
1028,2068.88
1029,1041.48
1030,517.4399999999999
1031,180.17999999999998
1032,14.96
1033,23.54
1034,187.88
1035,559.02
1036,1377.42
1037,2421.1
1038,3378.54
1039,4154.26
1040,4627.92
1041,4580.62
1042,4430.8
1043,4222.24
1044,3994.54
1045,3387.7799999999997
1046,2719.64
1047,1858.34
1048,1007.1599999999999
1049,470.14
1050,240.67999999999998
1051,23.54
1052,19.8
1053,157.73999999999998
1054,500.28000000000003
1055,1328.1399999999999
1056,2388.32
1057,3298.2400000000002
1058,4036.34
1059,4513.08
1060,4515.0599999999995
1061,4323.88
1062,4299.68
1063,3956.919999999999
1064,3365.7799999999997
1065,2676.2999999999997
1066,1857.0200000000002
1067,984.2799999999999
1068,460.02000000000004
1069,209.22
1070,14.520000000000001
1071,16.5
1072,161.7
1073,502.70000000000005
1074,1350.36
1075,2454.1
1076,3393.2799999999997
1077,3988.6
1078,4182.200000000001
1079,4053.5
1080,4076.6000000000004
1081,4130.9400000000005
1082,3977.16
1083,3406.04
1084,2691.48
1085,1858.78
1086,991.98
1087,461.78000000000003
1088,226.38
1089,12.979999999999999
1090,11.219999999999999
1091,149.60000000000002
1092,476.08000000000004
1093,1266.3200000000002
1094,2315.72
1095,3245.44
1096,4014.5600000000004
1097,4541.9
1098,4404.4
1099,4238.96
1100,4304.08
1101,3753.2
1102,3387.34
1103,2856.7
1104,2021.3600000000001
1105,805.42
1106,352.65999999999997
1107,163.68
1108,6.6
1109,32.78
1110,136.62
1111,560.34
1112,930.16
1113,1117.82
1114,2429.6800000000003
1115,4634.74
1116,4458.96
1117,4002.4600000000005
1118,3789.28
1119,4423.76
1120,3504.1600000000003
1121,3031.82
1122,2080.76
1123,1135.4199999999998
1124,450.34000000000003
1125,155.32
1126,4.619999999999998
1127,6.38
1128,91.52
1129,271.70000000000005
1130,632.5
1131,1567.5
1132,2561.24
1133,3496.24
1134,4126.76
1135,4381.3
1136,4295.500000000001
1137,4005.3199999999997
1138,3580.5000000000005
1139,3062.4
1140,2477.86
1141,1427.3600000000001
1142,598.84
1143,301.84000000000003
1144,127.82
1145,1.54
1146,10.12
1147,174.68
1148,550.6600000000001
1149,1332.98
1150,2249.28
1151,2691.92
1152,3024.34
1153,3139.84
1154,4742.54
1155,4896.32
1156,4649.26
1157,4207.5
1158,3622.3
1159,2873.42
1160,1986.8200000000002
1161,1034.8799999999999
1162,458.26000000000005
1163,170.5
1164,1.9799999999999998
1165,5.06
1166,109.55999999999999
1167,443.08000000000004
1168,1254.44
1169,2423.96
1170,3468.3
1171,4339.5
1172,4773.5599999999995
1173,4987.84
1174,5020.62
1175,4762.5599999999995
1176,4147.660000000001
1177,3673.3399999999997
1178,2908.62
1179,1982.2
1180,985.8199999999999
1181,323.62
1182,112.2
1183,1.1
1184,20.24
1185,158.84
1186,228.36
1187,524.9200000000001
1188,818.84
1189,1114.08
1190,1523.9399999999998
1191,2191.4199999999996
1192,2285.5800000000004
1193,2261.6
1194,1597.86
1195,1435.5
1196,2585.0
1197,1763.96
1198,988.9
1199,458.26000000000005
1200,130.9
1201,0.44
1202,30.14
1203,160.82
1204,475.20000000000005
1205,883.9599999999999
1206,913.6599999999999
1207,1439.24
1208,2873.86
1209,5105.759999999999
1210,4513.299999999999
1211,4477.88
1212,4016.32
1213,3659.2599999999998
1214,2717.66
1215,1707.86
1216,907.72
1217,411.62
1218,116.16000000000001
1219,34.1
1220,121.00000000000001
1221,208.34
1222,303.59999999999997
1223,605.4399999999999
1224,750.64
1225,1179.42
1226,1734.26
1227,2009.9199999999998
1228,2619.32
1229,3366.2200000000003
1230,2944.48
1231,2673.44
1232,1842.0600000000002
1233,932.3599999999999
1234,348.26
1235,52.14
1236,0.88
1237,108.67999999999999
1238,462.66
1239,1266.76
1240,2414.94
1241,3479.2999999999997
1242,4119.5
1243,4578.860000000001
1244,4988.0599999999995
1245,4921.84
1246,4636.280000000001
1247,4131.38
1248,3484.58
1249,2715.68
1250,1810.82
1251,972.8399999999999
1252,337.04
1253,48.4
1254,0.22
1255,81.62
1256,265.32
1257,355.08000000000004
1258,622.6
1259,1522.4
1260,2200.44
1261,2495.02
1262,2624.6
1263,2916.32
1264,3221.02
1265,2994.8599999999997
1266,2606.3399999999997
1267,2098.7999999999997
1268,1418.78
1269,564.74
1270,250.79999999999998
1271,69.08
1272,11.44
1273,42.24
1274,96.14
1275,218.46
1276,304.47999999999996
1277,521.8399999999999
1278,1267.86
1279,923.1199999999999
1280,1309.22
1281,1133.22
1282,1638.34
1283,1156.76
1284,1294.04
1285,699.82
1286,375.76000000000005
1287,140.58
1288,10.56
1289,5.06
1290,83.82000000000001
1291,264.44
1292,600.38
1293,1092.3
1294,1153.46
1295,2124.7599999999998
1296,2327.38
1297,3222.34
1298,2177.56
1299,3147.98
1300,3466.1000000000004
1301,2526.48
1302,1543.3
1303,441.09999999999997
1304,201.52
1305,42.46
1306,42.24
1307,241.11999999999998
1308,637.78
1309,1570.5800000000002
1310,2986.94
1311,2027.96
1312,966.6800000000001
1313,1687.1799999999998
1314,2330.68
1315,1456.84
1316,1519.32
1317,870.5399999999998
1318,841.06
1319,632.0600000000001
1320,563.64
1321,263.34000000000003
1322,24.42
1323,10.34
1324,284.02
1325,374.44
1326,708.84
1327,1040.16
1328,1264.1200000000001
1329,4186.82
1330,4593.599999999999
1331,4165.26
1332,2694.78
1333,764.06
1334,788.26
1335,541.86
1336,402.38
1337,425.47999999999996
1338,257.4
1339,21.12
1340,17.16
1341,105.16000000000001
1342,230.33999999999997
1343,137.94
1344,213.4
1345,599.9399999999999
1346,724.6800000000001
1347,583.66
1348,326.92
1349,295.46
1350,379.72
1351,373.12
1352,284.9
1353,170.72
1354,44.440000000000005
1355,21.78
1356,0.66
1357,4.18
1358,63.36000000000001
1359,173.8
1360,198.44
1361,310.64
1362,577.5
1363,623.92
1364,1503.04
1365,1647.14
1366,1483.02
1367,1022.9999999999999
1368,546.26
1369,378.84
1370,216.04
1371,123.19999999999999
1372,31.9
1373,0.22
1374,2.64
1375,61.38
1376,203.72
1377,534.6
1378,1600.28
1379,1495.56
1380,2312.6400000000003
1381,1754.5
1382,1897.0600000000002
1383,1882.5400000000002
1384,2548.92
1385,997.0399999999998
1386,1191.74
1387,1555.4
1388,798.6
1389,323.62
1390,30.800000000000004
1391,44.440000000000005
1392,384.34000000000003
1393,1104.8400000000001
1394,2168.1
1395,3036.2200000000003
1396,4127.42
1397,4670.820000000001
1398,4872.339999999999
1399,4840.88
1400,4558.4
1401,4060.3199999999997
1402,3299.78
1403,2553.32
1404,1559.1399999999999
1405,720.5000000000001
1406,242.00000000000003
1407,12.76
1408,26.84
1409,110.66
1410,108.45999999999998
1411,939.8399999999998
1412,2563.44
1413,2531.32
1414,1516.8999999999999
1415,1931.8200000000002
1416,1531.42
1417,2134.0000000000005
1418,3167.7799999999997
1419,3380.3
1420,2027.0800000000002
1421,728.64
1422,368.94
1423,74.14
1424,35.86
1425,221.54000000000002
1426,350.68
1427,517.4399999999999
1428,732.38
1429,1651.98
1430,2017.4
1431,1929.62
1432,932.3599999999999
1433,758.78
1434,652.5200000000001
1435,811.36
1436,962.9399999999999
1437,869.22
1438,304.7
1439,62.25999999999999
1440,0.22
1441,8.36
1442,67.53999999999999
1443,107.8
1444,200.86
1445,407.65999999999997
1446,1199.44
1447,1605.34
1448,3463.68
1449,4917.88
1450,4558.18
1451,3986.4
1452,3294.7200000000003
1453,2471.26
1454,1507.0
1455,672.54
1456,234.08
1457,7.04
1458,21.34
1459,278.96
1460,707.74
1461,1218.3600000000001
1462,1244.1000000000001
1463,2740.3199999999997
1464,3326.62
1465,4660.7
1466,4656.08
1467,4503.18
1468,2182.4
1469,505.11999999999995
1470,1719.3000000000002
1471,764.2800000000001
1472,675.84
1473,116.37999999999998
1474,16.72
1475,324.28
1476,295.46
1477,765.82
1478,1957.56
1479,2474.78
1480,3300.66
1481,2132.68
1482,1942.6
1483,3119.6
1484,2476.7599999999998
1485,1157.64
1486,553.3000000000001
1487,777.04
1488,217.8
1489,14.96
1490,1.54
1491,69.08
1492,327.14000000000004
1493,742.28
1494,2468.18
1495,3027.4199999999996
1496,3709.6399999999994
1497,4611.64
1498,4231.7
1499,4629.02
1500,4118.4
1501,3266.56
1502,1998.26
1503,1418.78
1504,562.98
1505,157.29999999999998
1506,1.32
1507,10.34
1508,267.74
1509,1058.42
1510,1968.1200000000003
1511,2790.92
1512,3457.3
1513,4363.7
1514,3609.54
1515,2095.94
1516,1918.4
1517,1546.82
1518,2053.04
1519,1154.12
1520,499.84
1521,159.5
1522,17.38
1523,1.32
1524,78.1
1525,305.58
1526,1144.22
1527,1606.4399999999998
1528,2959.44
1529,1449.1399999999999
1530,2813.1400000000003
1531,2819.08
1532,2536.1600000000003
1533,3763.1
1534,2386.34
1535,1575.8600000000001
1536,1010.0199999999999
1537,196.68
1538,29.48
1539,6.38
1540,118.58000000000001
1541,232.32000000000002
1542,421.08
1543,442.64
1544,486.86
1545,542.74
1546,768.9
1547,1057.76
1548,1146.8600000000001
1549,465.08
1550,418.66
1551,315.7
1552,242.66
1553,139.26
1554,21.560000000000002
1555,46.64
1556,155.54
1557,200.20000000000002
1558,197.34
1559,424.15999999999997
1560,442.42
1561,1039.72
1562,1840.96
1563,3648.9199999999996
1564,2068.0
1565,1786.6200000000001
1566,1457.94
1567,686.62
1568,184.79999999999998
1569,34.32
1570,0.22
1571,93.28
1572,530.64
1573,1094.06
1574,940.5000000000001
1575,1842.5
1576,4233.0199999999995
1577,4675.0
1578,4592.28
1579,4191.88
1580,3653.54
1581,3008.2799999999997
1582,2095.5
1583,1219.9
1584,526.6800000000001
1585,103.17999999999999
1586,2.64
1587,216.26
1588,826.76
1589,1843.16
1590,2873.86
1591,3714.7000000000003
1592,4246.88
1593,4491.96
1594,4445.76
1595,4150.5199999999995
1596,3569.939999999999
1597,2381.5
1598,1953.8200000000002
1599,1122.22
1600,397.09999999999997
1601,39.16
1602,1.54
1603,205.92000000000002
1604,795.96
1605,1589.28
1606,2837.7799999999997
1607,3785.1000000000004
1608,3184.06
1609,2654.96
1610,3689.8399999999997
1611,4194.74
1612,3640.120000000001
1613,1505.8999999999999
1614,748.88
1615,384.56
1616,178.20000000000002
1617,23.1
1618,57.86
1619,292.82
1620,595.76
1621,811.36
1622,646.58
1623,387.85999999999996
1624,403.7
1625,469.26
1626,751.08
1627,147.4
1628,139.7
1629,254.76
1630,130.9
1631,151.79999999999998
1632,19.139999999999997
1633,172.92000000000002
1634,842.16
1635,1098.9
1636,1230.0199999999998
1637,1329.9
1638,2832.06
1639,3340.7000000000003
1640,3928.76
1641,1876.8200000000002
1642,847.0
1643,338.36
1644,311.3
1645,378.18
1646,209.0
1647,9.46
1648,17.38
1649,126.71999999999998
1650,449.9
1651,1843.3799999999999
1652,1507.0
1653,946.44
1654,998.14
1655,1301.74
1656,1109.9
1657,1023.2199999999999
1658,1655.28
1659,640.64
1660,244.20000000000002
1661,49.940000000000005
1662,29.48
1663,145.64000000000001
1664,85.8
1665,232.54
1666,170.06
1667,734.14
1668,2854.06
1669,3643.2
1670,3800.4999999999995
1671,2480.06
1672,1141.58
1673,472.56
1674,598.18
1675,363.66
1676,38.94
1677,28.380000000000003
1678,205.04000000000002
1679,397.32
1680,1129.4799999999998
1681,2122.56
1682,3544.2
1683,2861.1000000000004
1684,2600.1800000000003
1685,3314.08
1686,1464.32
1687,1552.1
1688,1407.12
1689,1000.5600000000001
1690,338.58
1691,25.3
1692,81.18
1693,687.9399999999999
1694,1862.0799999999997
1695,2878.7000000000003
1696,3271.18
1697,2560.1400000000003
1698,637.3399999999999
1699,2209.24
1700,1457.28
1701,2641.32
1702,1462.56
1703,1320.22
1704,658.6800000000001
1705,220.44
1706,10.56
1707,130.45999999999998
1708,794.86
1709,1932.26
1710,3065.04
1711,3786.2000000000003
1712,3400.76
1713,2620.86
1714,1666.0600000000002
1715,1311.42
1716,936.5400000000001
1717,674.74
1718,618.64
